timestamp,process_id,user,process_name,cpu_usage,memory_usage,keystroke_hook,network_activity,label
2025-01-24 17:37:00,10332,Naveen,discord.exe,16.73,594.9,0,0,0
2025-01-01 13:04:00,10333,Farhaan,chrome.exe,35.94,228.3,0,0,0
2025-01-20 06:31:00,10334,Navaneeth,explorer.exe,24.07,339.8,0,0,0
2025-01-29 09:04:00,10335,Raghav,notepad.exe,38.02,444.5,0,0,0
2025-01-29 00:08:00,10336,Mithun,explorer.exe,2.17,128.7,0,0,0
2025-01-09 16:53:00,10337,Navaneeth,firefox.exe,28.0,140.1,0,0,0
2025-01-28 20:31:00,10338,Muhilan,word.exe,18.39,10.0,0,0,0
2025-01-28 18:14:00,10339,Mithun,outlook.exe,33.26,296.8,0,1,0
2025-01-05 00:41:00,10340,Mithun,spotify.exe,6.26,480.1,0,0,0
2025-01-14 07:50:00,10341,Naveen,discord.exe,33.43,421.1,0,0,1
2025-01-27 21:54:00,10342,Raghav,spotify.exe,44.87,280.5,0,0,0
2025-01-21 13:12:00,10343,Raghav,firefox.exe,23.81,464.8,0,0,0
2025-01-08 09:27:00,10344,Taru,keycap.exe,12.66,133.1,1,1,0
2025-01-07 01:16:00,10345,Betu,outlook.exe,11.25,499.4,0,0,0
2025-01-17 05:15:00,10346,Betu,kl_service.exe,10.91,127.9,1,1,1
2025-01-16 06:49:00,10347,Betu,word.exe,19.53,238.0,1,1,0
2025-01-17 22:16:00,10348,Betu,teams.exe,20.66,234.3,0,1,0
2025-01-04 07:40:00,10349,Muhilan,hid_hook.exe,1.98,67.9,1,0,1
2025-01-02 15:28:00,10350,Muhilan,chrome.exe,24.39,393.0,0,0,0
2025-01-09 08:39:00,10351,Mithun,excel.exe,38.22,392.3,0,0,0
2025-01-05 14:55:00,10352,Farhaan,discord.exe,11.84,346.3,0,0,0
2025-01-29 10:21:00,10353,Naveen,python.exe,15.52,186.2,0,0,0
2025-01-04 02:55:00,10354,Naveen,python.exe,18.65,476.8,0,0,0
2025-01-08 13:33:00,10355,Betu,notepad.exe,33.42,295.0,0,1,0
2025-01-18 17:47:00,10356,Mithun,vscode.exe,42.75,361.1,0,1,0
2025-01-16 13:06:00,10357,Taru,notepad.exe,11.29,410.3,0,0,0
2025-01-10 07:23:00,10358,Navaneeth,notepad.exe,24.56,474.3,0,0,0
2025-01-23 06:57:00,10359,Farhaan,excel.exe,13.38,315.4,0,1,0
2025-01-10 02:41:00,10360,Mithun,,26.9,303.8,0,0,0
2025-01-08 14:46:00,10361,Farhaan,kl_service.exe,4.81,142.9,1,1,1
2025-01-24 08:21:00,10362,Farhaan,kl_service.exe,8.71,148.7,1,0,0
2025-01-20 15:52:00,10363,Farhaan,,21.46,167.9,0,1,0
2025-01-16 17:57:00,10364,Mithun,firefox.exe,14.81,183.5,0,1,0
2025-01-22 17:29:00,10365,Betu,python.exe,4.89,471.9,0,0,0
2025-01-22 13:04:00,10366,Naveen,notepad.exe,15.16,399.4,0,0,0
2025-01-30 15:15:00,10367,Naveen,keylog.exe,8.5,87.8,1,1,1
2025-01-04 07:37:00,10368,Betu,word.exe,14.32,325.1,0,1,0
2025-01-21 15:49:00,10369,Farhaan,vscode.exe,10.04,,0,0,1
2025-01-11 15:38:00,10370,Navaneeth,outlook.exe,32.43,281.7,0,0,0
2025-01-02 17:31:00,10371,Raghav,python.exe,45.31,277.4,0,0,0
2025-01-19 21:56:00,10372,Mithun,explorer.exe,20.7,230.1,0,0,0
2025-01-11 03:19:00,10373,Raghav,notepad.exe,8.86,394.8,0,0,1
2025-01-14 13:08:00,10374,Taru,python.exe,25.17,458.8,0,0,0
2025-01-03 02:51:00,10375,Betu,explorer.exe,10.61,612.1,0,0,0
2025-01-16 00:06:00,10376,Navaneeth,spotify.exe,20.27,207.9,0,0,0
2025-01-16 01:39:00,10377,Mithun,teams.exe,24.75,606.9,0,0,0
2025-01-01 14:36:00,10378,Betu,teams.exe,0.33,556.1,0,0,1
2025-01-23 06:53:00,10379,Farhaan,spotify.exe,25.17,540.9,0,1,0
2025-01-03 21:02:00,10380,Naveen,vscode.exe,31.77,242.7,0,0,0
2025-01-11 13:22:00,10381,Raghav,,23.79,248.1,1,0,1
2025-01-28 14:14:00,10382,Muhilan,notepad.exe,30.13,468.6,0,1,0
2025-01-05 21:59:00,10383,Muhilan,vscode.exe,15.11,287.0,0,1,1
2025-01-06 13:07:00,10384,Navaneeth,excel.exe,27.83,117.9,0,0,0
2025-01-28 11:27:00,10385,Farhaan,excel.exe,7.79,379.6,0,1,0
2025-01-21 02:20:00,10386,Taru,explorer.exe,27.81,419.2,0,0,0
2025-01-26 20:33:00,10387,Raghav,explorer.exe,20.3,236.2,0,0,0
2025-01-12 19:39:00,10388,Farhaan,excel.exe,22.71,417.0,0,0,1
2025-01-13 13:17:00,10389,Raghav,spotify.exe,22.91,323.0,0,1,0
2025-01-19 05:38:00,10390,Navaneeth,python.exe,3.26,557.0,0,1,0
2025-01-15 16:16:00,10391,Navaneeth,excel.exe,20.01,248.1,0,0,0
2025-01-06 18:31:00,10392,Taru,teams.exe,23.84,502.7,0,0,0
2025-01-12 22:54:00,10393,Muhilan,vscode.exe,21.4,254.1,0,1,0
2025-01-10 18:58:00,10394,Farhaan,python.exe,16.14,552.4,0,0,0
2025-01-20 14:51:00,10395,Mithun,excel.exe,25.05,294.2,0,0,0
2025-01-27 08:25:00,10396,Muhilan,python.exe,0.18,464.0,0,0,0
2025-01-19 00:25:00,10397,Farhaan,keylog.exe,4.39,,1,1,0
2025-01-18 13:56:00,10398,Muhilan,chrome.exe,22.88,299.5,0,1,0
2025-01-23 08:57:00,10399,Mithun,keylog.exe,7.02,167.5,1,1,1
2025-01-06 18:28:00,10400,Naveen,firefox.exe,26.67,387.7,0,0,0
2025-01-05 03:09:00,10401,Naveen,keylog.exe,5.1,108.8,1,1,1
2025-01-01 19:10:00,10402,Taru,spotify.exe,14.87,334.1,0,0,0
2025-01-17 15:04:00,10403,Naveen,word.exe,13.7,506.8,0,1,0
2025-01-25 02:19:00,10404,Naveen,teams.exe,33.42,196.8,1,0,0
2025-01-07 09:24:00,10405,Betu,discord.exe,16.38,265.0,0,0,0
2025-01-01 18:01:00,10406,Raghav,kl_service.exe,12.21,101.5,1,1,1
2025-01-21 08:25:00,10407,Betu,teams.exe,9.54,105.3,0,0,0
2025-01-12 17:36:00,10408,Betu,word.exe,16.49,245.8,0,0,0
2025-01-06 10:05:00,10409,Taru,word.exe,34.95,263.2,0,0,0
2025-01-04 15:17:00,10410,Betu,teams.exe,16.37,135.8,0,0,0
2025-01-14 22:16:00,10411,Naveen,vscode.exe,23.54,293.9,0,0,0
2025-01-03 07:43:00,10412,Mithun,hid_hook.exe,12.46,211.5,1,0,0
2025-01-10 09:00:00,10413,Taru,firefox.exe,40.48,515.9,0,0,0
2025-01-21 09:35:00,10414,Taru,syskey32.exe,9.09,77.8,1,1,1
2025-01-07 17:02:00,10415,Navaneeth,outlook.exe,29.96,241.4,1,0,0
2025-01-12 18:44:00,10416,Taru,kl_service.exe,2.97,102.8,1,1,1
2025-01-06 15:30:00,10417,Navaneeth,chrome.exe,25.41,201.8,0,1,1
2025-01-14 13:31:00,10418,Taru,firefox.exe,10.0,314.4,0,0,0
2025-01-02 03:59:00,10419,Raghav,teams.exe,36.33,488.1,0,1,0
2025-01-03 10:26:00,10420,Naveen,firefox.exe,41.47,642.7,0,1,1
2025-01-10 05:24:00,10421,Taru,kl_service.exe,12.41,155.1,1,0,0
2025-01-06 00:53:00,10422,Naveen,teams.exe,32.1,228.6,0,0,0
2025-01-14 06:48:00,10423,Naveen,explorer.exe,11.14,525.9,0,0,0
2025-01-20 09:32:00,10424,Muhilan,notepad.exe,0.0,348.3,0,0,0
2025-01-07 13:15:00,10425,Taru,outlook.exe,6.43,236.3,0,1,0
2025-01-10 05:36:00,10426,Farhaan,outlook.exe,37.99,384.0,0,1,0
2025-01-22 03:25:00,10427,Muhilan,outlook.exe,14.47,306.8,0,0,0
2025-01-10 04:45:00,10428,Farhaan,excel.exe,37.32,400.7,0,1,0
2025-01-21 05:24:00,10429,Naveen,teams.exe,26.06,209.3,0,0,0
2025-01-21 18:19:00,10430,Naveen,teams.exe,43.13,350.0,0,1,0
2025-01-25 11:27:00,10431,Muhilan,keystreamer.exe,4.82,155.2,1,1,1
2025-01-21 07:02:00,10432,Muhilan,explorer.exe,11.76,362.8,0,0,0
2025-01-19 04:51:00,10433,Farhaan,spotify.exe,45.65,347.1,0,0,0
2025-01-26 20:20:00,10434,Navaneeth,chrome.exe,13.61,524.4,1,0,0
2025-01-19 12:06:00,10435,Farhaan,vscode.exe,29.52,378.0,1,1,0
2025-01-27 20:09:00,10436,Muhilan,vscode.exe,27.14,361.6,0,0,1
2025-01-17 00:09:00,10437,Mithun,teams.exe,10.26,349.7,0,0,0
2025-01-10 18:29:00,10438,Muhilan,discord.exe,40.16,572.2,1,0,0
2025-01-23 15:00:00,10439,Mithun,vscode.exe,51.33,268.7,0,0,0
2025-01-23 02:43:00,10440,Raghav,chrome.exe,23.3,287.3,0,0,0
2025-01-02 23:29:00,10441,Muhilan,kl_service.exe,13.53,91.8,0,1,1
2025-01-28 21:18:00,10442,Raghav,vscode.exe,21.11,338.7,0,0,0
2025-01-17 04:09:00,10443,Navaneeth,keystreamer.exe,19.36,99.8,1,1,0
2025-01-25 11:37:00,10444,Farhaan,spotify.exe,40.5,113.1,0,0,0
2025-01-07 19:43:00,10445,Mithun,word.exe,26.78,276.6,0,1,0
2025-01-30 03:35:00,10446,Farhaan,notepad.exe,19.9,189.5,0,0,0
2025-01-07 15:00:00,10447,Raghav,syskey32.exe,9.82,131.3,1,1,0
2025-01-12 08:44:00,10448,Mithun,outlook.exe,25.03,557.7,0,0,0
2025-01-04 04:51:00,10449,Farhaan,vscode.exe,20.67,368.2,0,0,1
2025-01-20 05:03:00,10450,Muhilan,python.exe,38.8,433.1,0,0,0
2025-01-27 20:06:00,10451,Naveen,spotify.exe,15.79,267.8,0,0,1
2025-01-22 12:17:00,10452,Raghav,explorer.exe,20.6,141.1,0,0,1
2025-01-21 06:08:00,10453,Farhaan,explorer.exe,24.1,149.5,0,0,1
2025-01-18 16:31:00,10454,Raghav,discord.exe,20.9,337.9,0,0,0
2025-01-16 18:07:00,10455,Betu,vscode.exe,33.64,169.3,0,0,1
2025-01-01 14:11:00,10456,Raghav,vscode.exe,9.87,272.7,0,0,0
2025-01-13 13:11:00,10457,Mithun,discord.exe,18.08,318.0,0,0,0
2025-01-05 17:53:00,10458,Betu,spotify.exe,18.12,567.1,0,0,0
2025-01-09 06:58:00,10459,Taru,spotify.exe,16.05,439.3,0,1,0
2025-01-25 10:35:00,10460,Mithun,spotify.exe,14.74,473.9,0,0,0
2025-01-19 03:44:00,10461,Naveen,teams.exe,12.45,413.7,0,0,0
2025-01-03 18:40:00,10462,Betu,spotify.exe,37.38,445.0,0,0,0
2025-01-04 12:12:00,10463,Taru,excel.exe,38.42,174.7,0,1,0
2025-01-25 15:46:00,10464,Muhilan,outlook.exe,8.72,435.9,0,0,0
2025-01-20 11:54:00,10465,Raghav,syskey32.exe,0.0,141.7,1,0,1
2025-01-27 11:55:00,10466,Farhaan,python.exe,0.0,259.2,0,0,1
2025-01-29 07:30:00,10467,Navaneeth,firefox.exe,0.0,345.2,0,0,1
2025-01-23 10:40:00,10468,Raghav,discord.exe,11.33,556.7,0,0,0
2025-01-27 14:24:00,10469,Taru,vscode.exe,33.23,377.7,0,1,0
2025-01-03 17:13:00,10470,Raghav,excel.exe,15.13,231.5,0,0,0
2025-01-13 02:50:00,10471,Naveen,excel.exe,17.34,409.9,0,0,0
2025-01-17 17:47:00,10472,Muhilan,firefox.exe,38.04,527.4,0,0,0
2025-01-15 10:04:00,10473,Navaneeth,syskey32.exe,13.32,148.1,1,1,0
2025-01-15 05:31:00,10474,Betu,keycap.exe,9.68,108.6,1,1,1
2025-01-27 17:34:00,10475,Betu,keycap.exe,11.5,107.8,1,1,1
2025-01-03 08:13:00,10476,Betu,notepad.exe,28.72,378.1,0,1,0
2025-01-09 10:41:00,10477,Taru,vscode.exe,21.1,422.8,0,0,0
2025-01-23 05:16:00,10478,Mithun,explorer.exe,11.99,464.6,0,0,0
2025-01-19 20:02:00,10479,Mithun,keylog.exe,0.46,62.2,1,0,1
2025-01-25 04:50:00,10480,Farhaan,kl_service.exe,6.11,155.9,1,0,0
2025-01-19 23:50:00,10481,Navaneeth,vscode.exe,16.85,482.5,0,0,0
2025-01-20 01:52:00,10482,Betu,explorer.exe,12.02,333.6,0,0,0
2025-01-20 23:21:00,10483,Mithun,explorer.exe,34.35,480.8,0,0,0
2025-01-18 14:31:00,10484,Taru,excel.exe,28.47,496.8,0,1,0
2025-01-17 01:32:00,10485,Farhaan,outlook.exe,26.55,406.7,0,0,0
2025-01-11 15:05:00,10486,Muhilan,chrome.exe,3.37,484.7,0,0,0
2025-01-07 19:37:00,10487,Farhaan,firefox.exe,33.96,240.6,0,0,0
2025-01-08 19:41:00,10488,Mithun,keylog.exe,8.94,36.3,1,1,1
2025-01-01 06:57:00,10489,Naveen,spotify.exe,19.82,334.0,0,0,0
2025-01-29 20:56:00,10490,Taru,word.exe,11.89,410.5,0,1,1
2025-01-15 03:18:00,10491,Naveen,spotify.exe,21.97,353.2,0,0,0
2025-01-03 06:27:00,10492,Betu,keylog.exe,10.39,154.0,1,1,1
2025-01-12 22:49:00,10493,Naveen,kl_service.exe,2.82,175.4,1,1,1
2025-01-17 16:52:00,10494,Betu,chrome.exe,37.03,282.8,0,0,0
2025-01-27 17:53:00,10495,Betu,python.exe,20.86,355.2,0,1,1
2025-01-19 02:52:00,10496,Mithun,firefox.exe,24.98,106.2,1,1,1
2025-01-08 20:58:00,10497,Naveen,keycap.exe,9.56,114.0,1,0,0
2025-01-01 06:52:00,10498,Betu,outlook.exe,12.62,236.0,0,0,0
2025-01-06 05:43:00,10499,Navaneeth,spotify.exe,26.63,342.6,0,0,0
